Province/State,Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region,TrueConfirmed,Anomaly
0,Bangladesh,2020-04-05,88,9,33,46,South-East Asia,88,False
0,Belarus,2020-05-12,24873,142,6974,17757,Europe,24873,False
0,Vietnam,2020-04-10,257,0,144,113,Western Pacific,257,False
Gibraltar,United Kingdom,2020-04-05,103,0,52,51,Europe,103,False
Fujian,China,2020-04-14,353,1,329,23,Western Pacific,353,False
0,Germany,2020-02-21,16,0,14,2,Europe,16,False
0,Saint Lucia,2020-05-23,18,0,18,0,Americas,18,False
0,US,2020-07-01,2687588,128105,729994,1829489,Americas,2687588,False
0,Malaysia,2020-02-11,18,0,3,15,Western Pacific,18,False
Northwest Territories,Canada,2020-03-31,1,0,0,1,Americas,1,False
0,Tanzania,2020-02-20,0,0,0,0,Africa,0,False
0,Burkina Faso,2020-03-03,0,0,0,0,Africa,0,False
0,Haiti,2020-02-15,0,0,0,0,Americas,0,False
Falkland Islands (Malvinas),United Kingdom,2020-05-14,13,0,13,0,Europe,13,False
0,Sweden,2020-04-18,13822,1511,0,12311,Europe,13822,False
Curacao,Netherlands,2020-05-15,16,1,14,1,Europe,16,False
0,Switzerland,2020-06-06,30956,1921,28700,335,Europe,30956,False
Saskatchewan,Canada,2020-03-19,16,0,0,16,Americas,16,False
Liaoning,China,2020-05-11,147,2,144,1,Western Pacific,147,False
0,Uganda,2020-04-29,81,0,52,29,Africa,81,False
Faroe Islands,Denmark,2020-05-17,187,0,187,0,Europe,187,False
0,Cambodia,2020-02-20,1,0,1,0,Western Pacific,1,False
0,Kyrgyzstan,2020-03-04,0,0,0,0,Europe,0,False
0,New Zealand,2020-02-27,0,0,0,0,Western Pacific,0,False
0,Philippines,2020-02-27,3,1,1,1,Western Pacific,3,False
0,Cuba,2020-02-23,0,0,0,0,Americas,0,False
0,Monaco,2020-05-25,98,4,90,4,Europe,98,False
0,Barbados,2020-05-05,82,7,47,28,Americas,82,False
St Martin,France,2020-07-08,43,3,37,3,Europe,43,False
Anguilla,United Kingdom,2020-03-23,0,0,0,0,Europe,0,False
0,Algeria,2020-06-20,11631,837,8324,2470,Africa,11631,False
0,Ghana,2020-02-23,0,0,0,0,Africa,0,False
0,Maldives,2020-03-01,0,0,0,0,South-East Asia,0,False
0,Cuba,2020-07-15,2438,87,2277,74,Americas,2438,False
0,Egypt,2020-06-11,39726,1377,10691,27658,Eastern Mediterranean,39726,False
0,Brunei,2020-05-16,141,1,136,4,Western Pacific,141,False
0,Austria,2020-06-02,16759,669,15629,461,Europe,16759,False
Xinjiang,China,2020-07-23,171,3,73,95,Western Pacific,171,False
0,Uruguay,2020-04-12,480,7,231,242,Americas,480,False
Hebei,China,2020-03-30,321,6,0,315,Western Pacific,321,False
Hong Kong,China,2020-04-12,1004,4,360,640,Western Pacific,1004,False
Ningxia,China,2020-03-08,75,0,71,4,Western Pacific,75,False
Hebei,China,2020-03-02,318,6,0,312,Western Pacific,318,False
0,Ethiopia,2020-05-25,655,5,159,491,Africa,655,False
0,Ethiopia,2020-03-02,0,0,0,0,Africa,0,False
0,Dominica,2020-07-03,18,0,18,0,Americas,18,False
Hubei,China,2020-07-11,68135,4512,63623,0,Western Pacific,68135,False
0,Belgium,2020-02-03,0,0,0,0,Europe,0,False
0,Tajikistan,2020-01-29,0,0,0,0,Europe,0,False
French Polynesia,France,2020-05-09,60,0,56,4,Europe,60,False
0,Malaysia,2020-04-04,3483,57,915,2511,Western Pacific,3483,False
0,Uganda,2020-03-23,9,0,0,9,Africa,9,False
Mayotte,France,2020-07-25,2862,38,2650,174,Europe,2862,False
0,Spain,2020-06-06,241310,27135,150376,63799,Europe,241310,False
0,Oman,2020-03-20,48,0,12,36,Eastern Mediterranean,48,False
0,Switzerland,2020-02-26,1,0,0,1,Europe,1,False
South Australia,Australia,2020-04-03,396,0,46,350,Western Pacific,396,False
Yunnan,China,2020-07-04,186,2,183,1,Western Pacific,186,False
0,Monaco,2020-03-15,2,0,0,2,Europe,2,False
Alberta,Canada,2020-03-18,97,0,0,97,Americas,97,False
0,Kazakhstan,2020-07-12,58253,375,33814,24064,Europe,58253,False
0,Jordan,2020-03-24,154,0,1,153,Eastern Mediterranean,154,False
Aruba,Netherlands,2020-07-17,111,3,100,8,Europe,111,False
Xinjiang,China,2020-02-12,59,0,3,56,Western Pacific,59,False
0,Bolivia,2020-07-02,35528,1271,10358,23899,Americas,35528,False
0,Algeria,2020-07-20,23691,1087,16400,6204,Africa,23691,False
0,Slovakia,2020-01-27,0,0,0,0,Europe,0,False
0,Cabo Verde,2020-03-09,0,0,0,0,Africa,0,False
Falkland Islands (Malvinas),United Kingdom,2020-04-19,11,0,3,8,Europe,11,False
Shandong,China,2020-06-15,792,7,783,2,Western Pacific,792,False
0,Iraq,2020-04-25,1763,86,1224,453,Eastern Mediterranean,1763,False
0,Belgium,2020-05-25,57342,9312,15297,32733,Europe,57342,False
Inner Mongolia,China,2020-05-21,216,1,196,19,Western Pacific,216,False
0,Yemen,2020-07-26,1681,479,797,405,Eastern Mediterranean,1681,False
0,Venezuela,2020-04-10,171,9,84,78,Americas,171,False
Tasmania,Australia,2020-07-02,228,13,215,0,Western Pacific,228,False
Manitoba,Canada,2020-03-05,0,0,0,0,Americas,0,False
0,Vietnam,2020-04-13,265,0,146,119,Western Pacific,265,False
0,Paraguay,2020-05-19,829,11,230,588,Americas,829,False
New Brunswick,Canada,2020-02-13,0,0,0,0,Americas,0,False
0,Mali,2020-07-24,2503,123,1901,479,Africa,2503,False
0,Serbia,2020-01-28,0,0,0,0,Europe,0,False
0,Fiji,2020-02-09,0,0,0,0,Western Pacific,0,False
Greenland,Greenland,2020-05-28,13,0,11,2,Europe,13,False
Anguilla,United Kingdom,2020-03-03,0,0,0,0,Europe,0,False
0,Russia,2020-03-07,13,0,2,11,Europe,13,False
0,Yemen,2020-04-06,0,0,0,0,Eastern Mediterranean,0,False
0,Tunisia,2020-07-24,1425,50,1124,251,Eastern Mediterranean,1425,False
0,Uganda,2020-01-22,0,0,0,0,Africa,0,False
0,Portugal,2020-02-24,0,0,0,0,Europe,0,False
Jiangxi,China,2020-03-21,935,1,934,0,Western Pacific,935,False
Quebec,Canada,2020-04-18,17521,688,0,16833,Americas,17521,False
Hubei,China,2020-03-27,67801,3174,61732,2895,Western Pacific,67801,False
Northwest Territories,Canada,2020-05-27,5,0,0,5,Americas,5,False
Yunnan,China,2020-02-13,156,0,27,129,Western Pacific,156,False
Falkland Islands (Malvinas),United Kingdom,2020-05-10,13,0,13,0,Europe,13,False
0,Cyprus,2020-02-04,0,0,0,0,Europe,0,False
0,Jordan,2020-04-12,389,7,201,181,Eastern Mediterranean,389,False
Beijing,China,2020-02-05,253,1,24,228,Western Pacific,253,False
Saint Barthelemy,France,2020-04-19,6,0,5,1,Europe,6,False
0,Bangladesh,2020-07-02,153277,1926,66442,84909,South-East Asia,153277,False
0,Liberia,2020-04-11,48,5,3,40,Africa,48,False
Chongqing,China,2020-01-25,57,0,0,57,Western Pacific,57,False
0,Antigua and Barbuda,2020-05-29,25,3,19,3,Americas,25,False
New South Wales,Australia,2020-01-28,4,0,0,4,Western Pacific,4,False
0,Eritrea,2020-05-26,39,0,39,0,Africa,39,False
0,Mauritius,2020-04-06,244,7,7,230,Africa,244,False
0,Thailand,2020-01-23,3,0,0,3,South-East Asia,3,False
0,Nepal,2020-06-02,2099,8,266,1825,South-East Asia,2099,False
Gansu,China,2020-04-29,139,2,137,0,Western Pacific,139,False
Jiangsu,China,2020-05-13,653,0,653,0,Western Pacific,653,False
0,Guatemala,2020-02-11,0,0,0,0,Americas,0,False
0,Philippines,2020-03-19,217,17,8,192,Western Pacific,217,False
Mayotte,France,2020-05-17,1342,18,627,697,Europe,1342,False
Hebei,China,2020-07-22,349,6,0,343,Western Pacific,349,False
0,South Sudan,2020-04-19,4,0,0,4,Africa,4,False
0,Philippines,2020-07-09,51754,1314,12813,37627,Western Pacific,51754,False
0,Armenia,2020-04-18,1248,20,523,705,Europe,1248,False
Saint Pierre and Miquelon,France,2020-04-04,0,0,0,0,Europe,0,False
0,Equatorial Guinea,2020-06-11,1306,12,200,1094,Africa,1306,False
Turks and Caicos Islands,United Kingdom,2020-07-12,71,2,11,58,Europe,71,False
0,Brazil,2020-02-03,0,0,0,0,Americas,0,False
0,North Macedonia,2020-02-14,0,0,0,0,Europe,0,False
Hubei,China,2020-03-25,67801,3163,60811,3827,Western Pacific,67801,False
Saint Barthelemy,France,2020-05-03,6,0,6,0,Europe,6,False
0,Serbia,2020-02-04,0,0,0,0,Europe,0,False
0,Holy See,2020-06-18,12,0,12,0,Europe,12,False
0,Belgium,2020-02-27,1,0,1,0,Europe,1,False
0,Belarus,2020-04-21,6723,55,577,6091,Europe,6723,False
0,Saint Kitts and Nevis,2020-03-09,0,0,0,0,Americas,0,False
0,Somalia,2020-03-27,3,0,0,3,Eastern Mediterranean,3,False
0,Burundi,2020-06-11,85,1,45,39,Africa,85,False
0,Dominica,2020-04-10,16,0,5,11,Americas,16,False
0,Burundi,2020-07-17,310,1,207,102,Africa,310,False
0,France,2020-02-28,57,2,11,44,Europe,57,False
Ningxia,China,2020-07-10,75,0,75,0,Western Pacific,75,False
0,Bhutan,2020-06-02,47,0,9,38,South-East Asia,47,False
0,Czechia,2020-02-02,0,0,0,0,Europe,0,False
Quebec,Canada,2020-04-20,19319,939,0,18380,Americas,19319,False
0,Austria,2020-03-15,860,1,6,853,Europe,860,False
Australian Capital Territory,Australia,2020-02-20,0,0,0,0,Western Pacific,0,False
0,Moldova,2020-06-27,16080,521,8963,6596,Europe,16080,False
British Virgin Islands,United Kingdom,2020-03-09,0,0,0,0,Europe,0,False
0,Barbados,2020-04-07,63,3,6,54,Americas,63,False
Hebei,China,2020-02-29,318,6,0,312,Western Pacific,318,False
0,Cote d'Ivoire,2020-07-21,14531,93,8857,5581,Africa,14531,False
0,Mexico,2020-03-20,203,2,4,197,Americas,203,False
0,Lesotho,2020-02-05,0,0,0,0,Africa,0,False
0,Croatia,2020-03-16,57,0,2,55,Europe,57,False
Macau,China,2020-04-20,45,0,22,23,Western Pacific,45,False
Shandong,China,2020-04-23,787,7,766,14,Western Pacific,787,False
0,Uganda,2020-04-19,55,0,28,27,Africa,55,False
Anhui,China,2020-04-17,991,6,984,1,Western Pacific,991,False
0,Japan,2020-01-26,4,0,1,3,Western Pacific,4,False
Tibet,China,2020-02-17,1,0,1,0,Western Pacific,1,False
St Martin,France,2020-06-10,41,3,33,5,Europe,41,False
0,Bangladesh,2020-02-22,0,0,0,0,South-East Asia,0,False
0,India,2020-02-20,3,0,3,0,South-East Asia,3,False
Falkland Islands (Malvinas),United Kingdom,2020-02-07,0,0,0,0,Europe,0,False
0,Iceland,2020-01-27,0,0,0,0,Europe,0,False
Yunnan,China,2020-05-15,185,2,183,0,Western Pacific,185,False
0,Kyrgyzstan,2020-05-09,931,12,658,261,Europe,931,False
0,Kuwait,2020-03-19,148,0,18,130,Eastern Mediterranean,148,False
0,Somalia,2020-06-27,2878,90,868,1920,Eastern Mediterranean,2878,False
0,Kuwait,2020-03-07,61,0,0,61,Eastern Mediterranean,61,False
0,Portugal,2020-05-29,31946,1383,18911,11652,Europe,31946,False
Channel Islands,United Kingdom,2020-03-09,0,0,0,0,Europe,0,False
0,Guinea-Bissau,2020-02-02,0,0,0,0,Africa,0,False
0,Mozambique,2020-07-11,1135,9,0,1126,Africa,1135,False
Aruba,Netherlands,2020-03-03,0,0,0,0,Europe,0,False
0,North Macedonia,2020-03-07,3,0,0,3,Europe,3,False
0,Malawi,2020-06-23,803,11,258,534,Africa,803,False
Australian Capital Territory,Australia,2020-02-02,0,0,0,0,Western Pacific,0,False
0,Slovakia,2020-03-03,0,0,0,0,Europe,0,False
0,Kenya,2020-02-01,0,0,0,0,Africa,0,False
Curacao,Netherlands,2020-04-06,13,1,5,7,Europe,13,False
0,Saint Lucia,2020-04-06,14,0,1,13,Americas,14,False
0,Suriname,2020-05-18,11,1,9,1,Americas,11,False
Saskatchewan,Canada,2020-07-18,941,15,0,926,Americas,941,False
0,Germany,2020-05-03,165664,6866,130600,28198,Europe,165664,False
Turks and Caicos Islands,United Kingdom,2020-04-06,8,1,0,7,Europe,8,False
0,Dominica,2020-03-17,0,0,0,0,Americas,0,False
0,Azerbaijan,2020-07-02,18684,228,10425,8031,Europe,18684,False
Tibet,China,2020-01-29,0,0,0,0,Western Pacific,0,False
0,Malaysia,2020-03-06,83,0,22,61,Western Pacific,83,False
0,Malta,2020-01-26,0,0,0,0,Europe,0,False
0,Barbados,2020-06-07,92,7,81,4,Americas,92,False
0,Sri Lanka,2020-02-20,1,0,1,0,South-East Asia,1,False
0,Cabo Verde,2020-06-30,1227,15,629,583,Africa,1227,False
0,Pakistan,2020-03-24,1063,8,21,1034,Eastern Mediterranean,1063,False
0,Iran,2020-06-15,189876,8950,150590,30336,Eastern Mediterranean,189876,False
0,Liechtenstein,2020-06-09,82,1,81,0,Europe,82,False
0,Burma,2020-04-22,123,5,7,111,South-East Asia,123,False
0,Cabo Verde,2020-06-22,944,8,419,517,Africa,944,False
Prince Edward Island,Canada,2020-03-13,0,0,0,0,Americas,0,False
British Columbia,Canada,2020-05-06,2255,124,0,2131,Americas,2255,False
0,Sweden,2020-03-30,4028,146,0,3882,Europe,4028,False
0,Albania,2020-02-09,0,0,0,0,Europe,0,False
0,Barbados,2020-05-13,85,7,65,13,Americas,85,False
0,Liechtenstein,2020-06-15,82,1,81,0,Europe,82,False
0,Dominican Republic,2020-03-06,2,0,0,2,Americas,2,False
Cayman Islands,United Kingdom,2020-07-05,201,1,194,6,Europe,201,False
0,Israel,2020-04-09,9968,86,1011,8871,Europe,9968,False
0,West Bank and Gaza,2020-03-13,31,0,0,31,Eastern Mediterranean,31,False
0,Uganda,2020-02-24,0,0,0,0,Africa,0,False
Alberta,Canada,2020-02-04,0,0,0,0,Americas,0,False
Yukon,Canada,2020-07-10,11,0,0,11,Americas,11,False
Northwest Territories,Canada,2020-07-12,5,0,0,5,Americas,5,False
0,Bahamas,2020-02-19,0,0,0,0,Americas,0,False
0,Iran,2020-02-23,43,8,0,35,Eastern Mediterranean,43,False
0,Liechtenstein,2020-04-20,81,1,78,2,Europe,81,False
0,Congo (Brazzaville),2020-04-10,60,5,5,50,Africa,60,False
Beijing,China,2020-07-14,929,9,729,191,Western Pacific,929,False
0,Yemen,2020-04-15,1,0,0,1,Eastern Mediterranean,1,False
0,Jordan,2020-01-26,0,0,0,0,Eastern Mediterranean,0,False
0,Gabon,2020-04-08,34,1,1,32,Africa,34,False
0,Austria,2020-04-16,14476,410,8986,5080,Europe,14476,False
Quebec,Canada,2020-05-16,42192,3484,0,38708,Americas,42192,False
0,South Africa,2020-03-24,554,0,4,550,Africa,554,False
0,Guyana,2020-05-26,139,11,62,66,Americas,139,False
0,Laos,2020-07-15,19,0,19,0,Western Pacific,19,False
Northern Territory,Australia,2020-07-15,31,0,29,2,Western Pacific,31,False
0,Algeria,2020-05-04,4648,465,1998,2185,Africa,4648,False
0,Serbia,2020-07-27,24141,543,0,23598,Europe,24141,False
Guangxi,China,2020-01-30,78,0,2,76,Western Pacific,78,False
Faroe Islands,Denmark,2020-03-04,1,0,0,1,Europe,1,False
0,New Zealand,2020-02-18,0,0,0,0,Western Pacific,0,False
0,Philippines,2020-01-25,0,0,0,0,Western Pacific,0,False
0,Spain,2020-07-25,272421,28432,150376,93613,Europe,272421,False
Bermuda,United Kingdom,2020-03-21,2,0,0,2,Europe,2,False
0,Belgium,2020-05-03,49906,7844,12309,29753,Europe,49906,False
Gansu,China,2020-06-10,139,2,137,0,Western Pacific,139,False
0,Slovenia,2020-02-05,0,0,0,0,Europe,0,False
0,Timor-Leste,2020-06-12,24,0,0,24,South-East Asia,24,False
0,West Bank and Gaza,2020-02-01,0,0,0,0,Eastern Mediterranean,0,False
0,Fiji,2020-01-26,0,0,0,0,Western Pacific,0,False
Shaanxi,China,2020-06-08,311,3,305,3,Western Pacific,311,False
0,Libya,2020-06-08,332,5,57,270,Eastern Mediterranean,332,False
Hainan,China,2020-04-12,168,6,162,0,Western Pacific,168,False
0,Guyana,2020-03-16,4,1,0,3,Americas,4,False
St Martin,France,2020-06-25,42,3,36,3,Europe,42,False
0,Laos,2020-04-14,19,0,1,18,Western Pacific,19,False
0,Taiwan*,2020-05-17,440,7,395,38,Western Pacific,440,False
0,Equatorial Guinea,2020-05-21,903,10,22,871,Africa,903,False
Tibet,China,2020-06-12,1,0,1,0,Western Pacific,1,False
Shanghai,China,2020-03-13,346,3,324,19,Western Pacific,346,False
0,Fiji,2020-02-17,0,0,0,0,Western Pacific,0,False
Chongqing,China,2020-06-19,582,6,573,3,Western Pacific,582,False
0,Thailand,2020-01-26,8,0,2,6,South-East Asia,8,False
0,Argentina,2020-03-04,1,0,0,1,Americas,1,False
Hubei,China,2020-02-11,33366,1068,2639,29659,Western Pacific,33366,False
0,Ukraine,2020-06-28,43856,1142,19585,23129,Europe,43856,False
0,Panama,2020-06-01,13837,344,9514,3979,Americas,13837,False
0,Tanzania,2020-05-07,480,16,167,297,Africa,480,False
0,Estonia,2020-02-04,0,0,0,0,Europe,0,False
0,Bulgaria,2020-05-06,1778,84,360,1334,Europe,1778,False
Saskatchewan,Canada,2020-07-22,1030,15,0,1015,Americas,1030,False
0,Egypt,2020-06-05,31115,1166,8158,21791,Eastern Mediterranean,31115,False
0,South Korea,2020-03-23,8961,111,2909,5941,Western Pacific,8961,False
0,Nepal,2020-07-10,16649,35,8011,8603,South-East Asia,16649,False
Victoria,Australia,2020-04-04,1115,8,527,580,Western Pacific,1115,False
0,Cuba,2020-02-04,0,0,0,0,Americas,0,False
0,Saint Vincent and the Grenadines,2020-05-03,16,0,8,8,Americas,16,False
Jilin,China,2020-07-03,155,2,153,0,Western Pacific,155,False
Jiangsu,China,2020-03-18,631,0,631,0,Western Pacific,631,False
0,Gambia,2020-07-03,55,2,27,26,Africa,55,False
Australian Capital Territory,Australia,2020-07-19,113,3,107,3,Western Pacific,113,False
0,Guinea,2020-03-14,1,0,0,1,Africa,1,False
Guadeloupe,France,2020-05-14,155,13,109,33,Europe,155,False
0,Saint Vincent and the Grenadines,2020-04-16,12,0,1,11,Americas,12,False
0,Tajikistan,2020-05-12,729,21,0,708,Europe,729,False
0,Panama,2020-06-17,22597,470,13774,8353,Americas,22597,False
0,Eswatini,2020-06-27,745,8,370,367,Africa,745,False
Anhui,China,2020-06-06,991,6,985,0,Western Pacific,991,False
0,Burma,2020-02-01,0,0,0,0,South-East Asia,0,False
0,Sierra Leone,2020-03-22,0,0,0,0,Africa,0,False
0,Suriname,2020-04-07,10,1,0,9,Americas,10,False
0,Antigua and Barbuda,2020-04-13,23,2,0,21,Americas,23,False
0,Somalia,2020-07-11,3051,92,1264,1695,Eastern Mediterranean,3051,False
Jilin,China,2020-05-12,133,1,108,24,Western Pacific,133,False
Yukon,Canada,2020-04-08,7,0,0,7,Americas,7,False
0,Iraq,2020-04-02,772,54,202,516,Eastern Mediterranean,772,False
0,Zambia,2020-05-14,654,7,124,523,Africa,654,False
Shandong,China,2020-05-25,788,7,780,1,Western Pacific,788,False
0,Bahrain,2020-04-12,1136,6,558,572,Eastern Mediterranean,1136,False
0,Tajikistan,2020-05-25,3100,46,1395,1659,Europe,3100,False
Zhejiang,China,2020-05-18,1268,1,1267,0,Western Pacific,1268,False
0,Paraguay,2020-04-14,159,7,22,130,Americas,159,False
0,Montenegro,2020-04-09,252,2,4,246,Europe,252,False
Yukon,Canada,2020-04-03,6,0,0,6,Americas,6,False
Macau,China,2020-03-29,37,0,10,27,Western Pacific,37,False
0,Slovenia,2020-05-29,1473,108,1357,8,Europe,1473,False
0,Yemen,2020-02-21,0,0,0,0,Eastern Mediterranean,0,False
0,Luxembourg,2020-07-13,4956,111,4183,662,Europe,4956,False
0,Gambia,2020-02-24,0,0,0,0,Africa,0,False
Heilongjiang,China,2020-02-04,155,2,4,149,Western Pacific,155,False
0,Bahamas,2020-02-01,0,0,0,0,Americas,0,False
0,Afghanistan,2020-07-05,32951,864,19366,12721,Eastern Mediterranean,32951,False
0,Senegal,2020-04-04,219,2,72,145,Africa,219,False
0,Uzbekistan,2020-04-01,181,2,12,167,Europe,181,False
0,Japan,2020-04-27,13576,417,1899,11260,Western Pacific,13576,False
Bermuda,United Kingdom,2020-04-05,37,0,14,23,Europe,37,False
0,Ethiopia,2020-07-24,12693,200,5785,6708,Africa,12693,False
0,Estonia,2020-01-31,0,0,0,0,Europe,0,False
0,Kosovo,2020-03-09,0,0,0,0,Europe,0,False
0,Algeria,2020-02-11,0,0,0,0,Africa,0,False
Ningxia,China,2020-04-02,75,0,75,0,Western Pacific,75,False
0,Kuwait,2020-04-22,2248,13,443,1792,Eastern Mediterranean,2248,False
0,Kazakhstan,2020-07-18,68703,375,40256,28072,Europe,68703,False
Jilin,China,2020-03-01,93,1,78,14,Western Pacific,93,False
0,Djibouti,2020-03-12,0,0,0,0,Eastern Mediterranean,0,False
0,Japan,2020-05-23,16410,845,13244,2321,Western Pacific,16410,False
0,Turkey,2020-03-22,1236,30,0,1206,Europe,1236,False
0,Venezuela,2020-02-18,0,0,0,0,Americas,0,False
0,Mexico,2020-04-23,11633,1069,2627,7937,Americas,11633,False
0,Kuwait,2020-05-03,4983,38,1776,3169,Eastern Mediterranean,4983,False
0,Spain,2020-02-04,1,0,0,1,Europe,1,False
Fujian,China,2020-02-21,293,1,149,143,Western Pacific,293,False
0,Trinidad and Tobago,2020-02-17,0,0,0,0,Americas,0,False
0,South Sudan,2020-05-04,46,0,0,46,Africa,46,False
0,Ethiopia,2020-07-13,7766,128,2430,5208,Africa,7766,False
0,Denmark,2020-06-24,12615,603,11422,590,Europe,12615,False
0,Armenia,2020-02-01,0,0,0,0,Europe,0,False
0,Slovakia,2020-04-30,1396,23,524,849,Europe,1396,False
0,Mexico,2020-04-19,8261,686,2627,4948,Americas,8261,False
0,Egypt,2020-07-20,88402,4352,28924,55126,Eastern Mediterranean,88402,False
0,Iran,2020-05-02,96448,6156,77350,12942,Eastern Mediterranean,96448,False
0,Bhutan,2020-07-05,80,0,53,27,South-East Asia,80,False
0,Maldives,2020-04-02,19,0,13,6,South-East Asia,19,False
Hainan,China,2020-07-22,171,6,165,0,Western Pacific,171,False
0,Holy See,2020-04-08,8,0,2,6,Europe,8,False
Liaoning,China,2020-04-17,146,2,140,4,Western Pacific,146,False
0,Thailand,2020-05-19,3033,56,2857,120,South-East Asia,3033,False
Victoria,Australia,2020-06-05,1681,19,1586,76,Western Pacific,1681,False
0,Holy See,2020-05-13,12,0,2,10,Europe,12,False
Northwest Territories,Canada,2020-04-12,5,0,0,5,Americas,5,False
0,Denmark,2020-03-26,1877,41,1,1835,Europe,1877,False
0,Malawi,2020-03-05,0,0,0,0,Africa,0,False
0,Mauritania,2020-04-15,7,1,2,4,Africa,7,False
St Martin,France,2020-07-21,46,3,39,4,Europe,46,False
0,North Macedonia,2020-06-13,3895,179,1705,2011,Europe,3895,False
Yukon,Canada,2020-02-25,0,0,0,0,Americas,0,False
Jilin,China,2020-07-06,155,2,153,0,Western Pacific,155,False
0,Andorra,2020-07-22,889,52,803,34,Europe,889,False
0,Sao Tome and Principe,2020-06-24,710,13,211,486,Africa,710,False
0,Comoros,2020-03-15,0,0,0,0,Africa,0,False
0,Colombia,2020-04-23,4561,215,927,3419,Americas,4561,False
0,Syria,2020-03-10,0,0,0,0,Eastern Mediterranean,0,False
0,France,2020-05-23,179964,28284,62893,88787,Europe,179964,False
0,Romania,2020-04-26,11036,619,3054,7363,Europe,11036,False
Saint Barthelemy,France,2020-05-16,6,0,6,0,Europe,6,False
Isle of Man,United Kingdom,2020-03-11,0,0,0,0,Europe,0,False
Yunnan,China,2020-06-01,185,2,183,0,Western Pacific,185,False
0,Belarus,2020-04-07,861,13,54,794,Europe,861,False
Hong Kong,China,2020-05-22,1065,4,1029,32,Western Pacific,1065,False
0,Bulgaria,2020-06-02,2538,144,1123,1271,Europe,2538,False
0,Bosnia and Herzegovina,2020-06-03,2551,157,1939,455,Europe,2551,False
0,Haiti,2020-02-03,0,0,0,0,Americas,0,False
0,Finland,2020-03-07,15,0,1,14,Europe,15,False
Montserrat,United Kingdom,2020-03-12,0,0,0,0,Europe,0,False
Northern Territory,Australia,2020-02-21,0,0,0,0,Western Pacific,0,False
0,Eritrea,2020-03-17,0,0,0,0,Africa,0,False
Greenland,Greenland,2020-03-19,2,0,0,2,Europe,2,False
0,Belize,2020-02-23,0,0,0,0,Americas,0,False
